,fullname,id,likes,quotes,replies,retweets,searchQuery,text,timestamp,username,verified,tweets_en
49,Allah Islam Quran,1720166408468955440,7084,33,60,4577,Palestine,🎗️Reminder: Don't stop talking about Palestine.,2023-11-02T19:50:00.000Z,@AllahGreatQuran,True,🎗️Reminder: Don't stop talking about Palestine.
50,✧༺༻∞,1720145484226945531,8275,18,9,4665,Palestine,"Free Palestine, Free Sudan, Free Congo, Free Tigray, Free the Uyghurs in China, free every nation facing genocide and colonial occupation. Everyone either turns a blind eye or just never hears abt it. The world is run by disgusting leaders.",2023-11-02T18:26:00.000Z,@frenchmarlboro,False,"Free Palestine, Free Sudan, Free Congo, Free Tigray, Free the Uyghurs in China, free every nation facing genocide and colonial occupation. Everyone either turns a blind eye or just never hears abt it. The world is run by disgusting leaders."
51,hasanabi,1720279132649795936,30569,198,666,8029,Palestine,"“free palestine from the river to the sea” means palestinians no longer live in an apartheid state and are free of the occupation and have equal rights & representation, not genocide of the jews.

just like “black lives matter” never meant white lives don’t matter.",2023-11-03T03:18:00.000Z,@hasanthehun,True,"“free palestine from the river to the sea” means palestinians no longer live in an apartheid state and are free of the occupation and have equal rights & representation, not genocide of the jews.

just like “black lives matter” never meant white lives don’t matter."
52,☁️ ⁷,1719807321390325770,63928,132,41,30832,Palestine,palestine has existed and will always exist,2023-11-01T20:03:00.000Z,@vmiinii,True,palestine has existed and will always exist
53,Censored Men,1720112424009752680,3236,70,433,1195,Gaza,🇵🇸🇮🇱 A doctor in Gaza recognises her daughter among those injured in an Israeli attack.,2023-11-02T16:15:00.000Z,@CensoredMen,True,🇵🇸🇮🇱 A doctor in Gaza recognises her daughter among those injured in an Israeli attack.
54,Muhammad Smiry 🇵🇸,1720194439358910655,13033,388,327,8040,Gaza,"Where’s your mom? Dead.

#Gaza",2023-11-02T21:41:00.000Z,@MuhammadSmiry,True,"Where’s your mom? Dead.

#Gaza"
55,Muhammad Smiry 🇵🇸,1720312109555167234,7883,76,414,1666,Gaza,I am still alive | Gaza,2023-11-03T05:29:00.000Z,@MuhammadSmiry,True,I am still alive | Gaza
56,AG,1720076444104319339,3515,11,91,856,Gaza,"Again, Hamas is the official government of Gaza. Every report about low resources should be focused on why they aren’t sharing them with the population.",2023-11-02T13:52:00.000Z,@AGHamilton29,True,"Again, Hamas is the official government of Gaza. Every report about low resources should be focused on why they aren’t sharing them with the population."
57,United Nations Geneva,1719957517877268677,4384,129,741,2329,Gaza,"“I reiterate my call for an immediate humanitarian ceasefire and for unimpeded humanitarian access to be granted consistently, safely and to scale in order to meet the urgent needs created by the catastrophe unfolding in #Gaza.” - @antonioguterres",2023-11-02T06:00:00.000Z,@UNGeneva,False,"“I reiterate my call for an immediate humanitarian ceasefire and for unimpeded humanitarian access to be granted consistently, safely and to scale in order to meet the urgent needs created by the catastrophe unfolding in #Gaza.” - @antonioguterres"
58,Rafael Barajas,1720074815414136979,2347,35,130,1609,Gaza,"Calavera por Gaza

El Holocausto fascista
hoy, en la Gaza, devino
en genocidio sionista
contra el pueblo palestino.

Detengamos la matanza
exigiendo, desde luego,
se declare un cese al fuego.
(Que no muera la esperanza).",2023-11-02T13:46:00.000Z,@fisgonmonero,False,"Skull for Gaza

The fascist Holocaust
Today, in Gaza, it became
in zionist genocide
against the Palestinian people.

Let's stop the killing
demanding, of course,
a ceasefire is declared.
(May hope not die)."
59,Samuel Ramani,1719975277202170272,10220,91,169,3373,Gaza,"Russia shelled 118 settlements in Ukraine yesterday

The most intense shelling of 2023 

Gaza might have people's attention but the Ukraine War is still raging",2023-11-02T07:10:00.000Z,@SamRamani2,True,"Russia shelled 118 settlements in Ukraine yesterday

The most intense shelling of 2023 

Gaza might have people's attention but the Ukraine War is still raging"
60,Edwy Plenel,1719978924698960056,1056,12,83,694,Gaza,Le Syndicat des journalistes palestiniens interpelle les médias occidentaux sur leur respect éthique des « normes journalistiques de base » dans leur couverture du massacre en cours à #Gaza. Il dénombre 25 journalistes tués depuis le 7 octobre. pjs.ps/palestinian-journalis…,2023-11-02T07:25:00.000Z,@edwyplenel,True,"The Palestinian Journalists' Union calls out Western media for ethically respecting ""basic journalistic standards"" in their coverage of the ongoing massacre in #Gaza. There are 25 journalists killed since October 7. pjs.ps/palestinian-journalis…"
61,Israel Defense Forces,1720314833306816815,1164,17,248,232,Gaza,"Soldiers from the Golani Brigade’s 13th Battalion and the Armored Corps’ 53rd Battalion clashed with multiple terrorist squads inside Gaza overnight. 

The terrorists fired anti-tank missiles at the troops, activated a number of IEDs and attempted to climb onto one of the troop’s vehicles. 

Soldiers on the ground directed aircraft and artillery strikes—neutralizing the terrorists and their threats.",2023-11-03T05:39:00.000Z,@IDF,True,"Soldiers from the Golani Brigade’s 13th Battalion and the Armored Corps’ 53rd Battalion clashed with multiple terrorist squads inside Gaza overnight. 

The terrorists fired anti-tank missiles at the troops, activated a number of IEDs and attempted to climb onto one of the troop’s vehicles. 

Soldiers on the ground directed aircraft and artillery strikes—neutralizing the terrorists and their threats."
62,Arielle Cohen.,1720187580828766448,3420,57,125,1556,Gaza,"I’m at 30th Street Station where the largest interfaith civil disobedience demanding a #CeasefireNOW since the crisis in Gaza just began. Multifaith, multiracial, multigenerational Philadelphians have gathered to say stop the genocide of Palestinians — Ceasefire now! #LetGazaLive",2023-11-02T21:14:00.000Z,@ariellecohen,False,"I’m at 30th Street Station where the largest interfaith civil disobedience demanding a #CeasefireNOW since the crisis in Gaza just began. Multifaith, multiracial, multigenerational Philadelphians have gathered to say stop the genocide of Palestinians — Ceasefire now! #LetGazaLive"
63,Salma Fareed,1720183362982191522,28,0,0,29,Gaza,"Humanity is dead, living consciences are dead🇵🇸💔
#gaza",2023-11-02T20:57:00.000Z,@Salma_Fareed_,False,"Humanity is dead, living consciences are dead🇵🇸💔
#gaza"
64,Jeremy Corbyn,1720140015034888197,28570,241,2053,8281,Gaza,"It has been a wonderful joy to meet teachers and children in Gaza over the years – and learn from their empathy, curiosity and humanity.

I don’t know if those teachers or children are still alive. I don’t know.

Please, we need a ceasefire, now.",2023-11-02T18:05:00.000Z,@jeremycorbyn,True,"It has been a wonderful joy to meet teachers and children in Gaza over the years – and learn from their empathy, curiosity and humanity.

I don’t know if those teachers or children are still alive. I don’t know.

Please, we need a ceasefire, now."
65,The Muslim,1720306825885798755,256,4,10,120,Gaza,"Korean, Daud Kim boycotting Israeli products.
#FreePalestine #غزة_تنتصر #Gaza #GazaGenoside",2023-11-03T05:08:00.000Z,@TheMuslim786,True,"Korean, Daud Kim boycotting Israeli products.
#FreePalestine #Gaza_Triumphs #Gaza #GazaGenoside"
66,a y .,1720260380554039341,1223,539,321,657,Gaza,"Berita terkini: Dewan Perwakilan Rakyat Amerika baru saja memutuskan untuk memberi Israel lebih banyak senjata agar semakin memperdalam keterlibatan AS dalam serangan genosida Israel terhadap warga Palestina di Gaza. Biaya yang akan mereka keluarkan kali ini sebanyak USD 14,3 M (IDR 226.46 T). Hari yang memalukan di kongres.",2023-11-03T02:03:00.000Z,@kucinggendut__,False,Breaking news: The American House of Representatives just voted to give Israel more weapons to further deepen US involvement in Israel's genocidal attacks on Palestinians in Gaza. The costs they will incur this time are USD 14.3 M (IDR 226.46 T). An embarrassing day in Congress.
67,Abier,1720294035267469592,479,11,18,425,Gaza,"Most probably without anesthesia this kid is laid on the floor for a life- saving surgery in a storage room.

I’m literally watching humanity dying 

America and the west in general not only allowing it, you are bankrolling this horror .

#Gaza 
#Israel",2023-11-03T04:17:00.000Z,@abierkhatib,False,"Most probably without anesthesia this kid is laid on the floor for a life- saving surgery in a storage room.

I’m literally watching humanity dying 

America and the west in general not only allowing it, you are bankrolling this horror .

#Gaza 
#Israel"
68,Jackson Hinkle 🇺🇸,1720182222106366207,42919,536,1471,21425,Israel,🚨🇮🇱 ISRAEL IS A TERRORIST STATE!,2023-11-02T20:52:00.000Z,@jacksonhinklle,True,🚨🇮🇱 ISRAEL IS A TERRORIST STATE!
69,Mr.X,1720318747037356471,0,0,0,0,Israel,Dimintain bukti malah pamer penyakit Lo nek 🤣 emang sakit Lo 🤣,2023-11-03T05:55:00.000Z,@ze5585,False,"Asking for proof actually shows off your illness, Grandma, you are indeed sick"
70,Mehdi Hasan,1720215711925043260,5214,181,346,2883,Israel,"Israel's ministers, parliamentarians, generals, president, & prime minister have all said stuff about Gaza that *sounds* genocidal to a lot of experts on genocide. 

I laid out the evidence on the @MehdiHasanShow. 

Israeli officials, in their own words:",2023-11-02T23:06:00.000Z,@mehdirhasan,True,"Israel's ministers, parliamentarians, generals, president, & prime minister have all said stuff about Gaza that *sounds* genocidal to a lot of experts on genocide. 

I laid out the evidence on the @MehdiHasanShow. 

Israeli officials, in their own words:"
71,Fatima Meer,1720318746550472887,0,0,0,0,Israel,ALLAH Israel ko jaldi tabha o barbad kry ameen,2023-11-03T05:55:00.000Z,@FatimaM24097738,False,May Allah destroy Israel quickly. Ameen.
72,Censored Men,1720289705726509224,900,80,387,158,Israel,🇮🇱 Israel has to have the zestiest “army” of all time.,2023-11-03T04:00:00.000Z,@CensoredMen,True,🇮🇱 Israel has to have the zestiest “army” of all time.
73,El Necio,1720121850720649634,926,22,35,679,Israel,"Hoy estamos ante el mapa más legítimo y realista para saber quiénes amparan el crimen, la opresión y el GENOClDl0 planificado. Los únicos países del mundo que no apoyaron la Resolución contra el Bloqueo a Cuba fueron: EEUU 🇺🇸, Israel 🇮🇱 y Ucrania 🇺🇦

NO ES COINCIDENCIA",2023-11-02T16:53:00.000Z,@ElNecio_Cuba,True,"Today we are faced with the most legitimate and realistic map to know who supports crime, oppression and the planned GENOCIDl0. The only countries in the world that did not support the Resolution against the Blockade of Cuba were: the US 🇺🇸, Israel 🇮🇱 and Ukraine 🇺🇦

IT'S NOT A COINCIDENCE"
