fullname,id,likes,quotes,replies,retweets,searchQuery,text,timestamp,username,verified
عين على القرآن الكريم,1720211469860561220,185,4,4,101,Palestine,"السيد القائد حذر العدو الإسرائيلي مسبقاً واليوم اثبت بالفعل جدية هذا التحذير .

كان ينبغي على الإسرائيلي أن يحسب حساب الشعب اليمني في أي مواجهة مع فلسطين والآن عليه أن يستقبل الحساب

#طوفان_الأقصى #رجل_القول_والفعل #طوفان_اليمن #لستم_وحدكم #غزة_تنتصر #غزه_مقبرة_الغزاة #Palestine",2023-11-02T22:49:00.000Z,@ainalaqoran2,FALSE
Brèves de presse,1719622418367402454,15751,175,199,6437,Gaza,🔴🇺🇳|🇵🇸FLASH -Le directeur du Haut-Commissariat aux droits de l’homme à New-York démissionne de son poste protestant contre le fait que l’ONU «manque» à son devoir d’empêcher un «génocide» à Gaza. Les USA et une grande partie de l’Europe sont «complices» a-t-il ajouté. (Guardian),2023-11-01T07:48:00.000Z,@Brevesdepresse,TRUE
مُنى❤️,1720318557878116561,0,0,0,0,Gaza,"Latest news of Gaza

Cancer patients have died in the cancer hospital 😭😭😭😭😭😭 because the fuel ran out and the equipment stopped working",2023-11-03T05:54:00.000Z,@nonii00566,FALSE
CNN Indonesia,1719821866934944111,15359,1823,1099,6880,Gaza,Tentara Israel Tembaki Wanita dan Anak Gaza yang Tengah Mengantre Roti cnnindonesia.com/internasion…,2023-11-01T21:01:00.000Z,@CNNIndonesia,TRUE
Ramazan Selimoğlu,1720031228240199995,2638,15,85,614,Gaza,"Dikey geldi yatay olarak geri gitti.

İşgal ordusundaki 188. Tugay'ın 53. Tabur komutanı Yarbay Salman Habka, #Gazze'nin kuzeyinde yaşanan çatışmalar sırasında direniş Aslanları tarafından gebertildi!

Elhamdülillah 
Allahu Ekber #Gaza #EbuUbeyde
 #IsraeliNewNazism #غزه_مقبرة_الغزاة
Ebu Ubeyde İsmail Heniyye
#Husiler #Teröristİsrail #Suriye
#NoOilForIsrael #İran #Hizbullah
#Lübnan #GazaUnderAttack #حماس
#FreePalestine #غزة_تنتصر #ابو_عبيدة
Kuzey Kore Mahmut Abbas #WarCriminalIsrael #SiyonistVahşet
#Gaza_Genicide İncirlik üssü #Hamas  #Gaza_under_attack #GazaGenocide
#CeasefireForGaza #Palestine #ElKassamTugayları #مجزرة_جبالي
#IsraelPalestineWar",2023-11-02T10:52:00.000Z,@selimoluR,TRUE
Syeda Umama,1720148771328098607,35,2,3,10,Gaza,"حکمران اتنے سفاک کیوں ہوتے ہیں😭
دن رات اسرائیل کو تڑیاں لگانے والے اردوان نے ترکی کا سو سالہ جشن منایا آتش بازیاں ہوئیں،ریاض میں حرمین کے ٹھیکے دار دنیا کا سب سے بڑا میوزیکل فیسٹیول منا رہے, دبئی میں ہیلوئن جاری، پاکستان میں ہیلوئن، پنجاب میلہ منا رہے، یہ دل نہیں رکھتے💔
#Gaza",2023-11-02T18:40:00.000Z,@umama86,FALSE
The Fact Finder,1720259507350094200,99,4,1,95,Gaza,"lsrael drops barrel bombs on Bureij refugee camp, Gaza.",2023-11-03T02:00:00.000Z,@FactualNarrator,FALSE
Camilo Escalona Medina,1720174765929849047,41,2,1,22,Gaza,"La conciencia universal se estremece por los crímenes de guerra de Israel en Gaza. 
La destrucción de Palestina sólo provoca más odio, muertes y desolación e impedirá la paz por muchas décadas. 
La política de Netanyahu es el peor camino para Israel.",2023-11-02T20:23:00.000Z,@CamiloEscalonaM,FALSE
•,1720242117723738520,863,15,6,467,Gaza,A child is embraced by a volunteer at a hospital after Israeli occupation forces killed his family during airstrikes in Gaza.,2023-11-03T00:50:00.000Z,@Alhamdhulillaah,TRUE
Singhal Louis,1720318446582558733,2,0,0,0,Palestine,"When children get slaughtered mercilessly, everything changes.. EVERYTHING.. 🙏 .. I hope and pray that the Arab people can wake up and take control of this situation, and bring peace and freedom to Palestine.. 🙏",2023-11-03T05:54:00.000Z,@singhallouis,FALSE
George Galloway,1720248188697763942,440,5,20,339,Palestine,QED #Palestine #Gaza_Genocide #Israel,2023-11-03T01:15:00.000Z,@georgegalloway,TRUE
Gri Sokak,1719996341609210084,50,0,0,40,Palestine,"Terör Örgütü İsrail bu sabah Cebaliye mülteci kampını hedef aldı.

10 evin bombalanması sonucu yaklaşık 20 sivil şehid oldu.

#Palestine #Gaza #FreePalestine #IsraeliNewNazism",2023-11-02T08:34:00.000Z,@GriSokakTR,FALSE
RadioGenoa,1720312184784257515,276,9,122,53,Palestine,He/she supports Palestine. Does Gaza support him/her?,2023-11-03T05:29:00.000Z,@RadioGenoa,TRUE
Robyn 🍰|| #1 SHOTO FAN,1718770545611641185,36,0,1,31,Palestine,"Some links you could use to help Palestine! You’re free to add your own links aswell

A 🧵🪡
Please share!
#CeasefireNOW #FreePalestine",2023-10-29T23:23:00.000Z,@toadorokiii,FALSE
tee⁷ 🎧,1720273289778487431,14320,472,61,6252,Palestine,this just made me fucking sob. do you see how important it is. they are just like me and you. they are humans with interests who love the same things we do.,2023-11-03T02:54:00.000Z,@koospersona,FALSE
quin🇵🇸,1718052895189328275,47443,710,33,45301,Palestine,"🇵🇸IM NOT EDUCATED ENOUGH IS NOT AN EXCUSE 

Here is a list of list of resources and people you can follow to educate yourself on what’s going on in Palestine RIGHT NOW🇵🇸

⚠️RETWEET⚠️",2023-10-27T23:51:00.000Z,@gepardslover,FALSE
𝒃𝒊𝒄𝒉𝒊 ୨୧,1720290359635575231,8,0,0,4,Palestine,"and they're killing other kids in palestine at the same time, disgusting ew",2023-11-03T04:02:00.000Z,@missf,TRUE
Ruslan 🇺🇸🇮🇷,1720224250580132193,364,2,32,105,Palestine,"The walls of Zionism are already cracking under pressure. This last month has shown that Israel is not invincible.

🇮🇱 Israel will fall, to the rejoice of all.
🇵🇸 Palestine will be free, from the river to the sea.",2023-11-02T23:39:00.000Z,@Ruslan_Heydari,FALSE
피스,1720318601796931829,0,0,0,0,Israel,Israel is the Devil!,2023-11-03T05:54:00.000Z,@baekjjang,TRUE
Pablo Echenique,1720168440378356004,857,5,134,525,Israel,"Ferreras exonerando a Israel después de asesinar niños pequeños. Menuda fosa séptica moral.

Esta es la basura mediática con la que algunos se alían para recibir impulso político e intentar enterrar a @Podemos.

Como dice el refranero español ""dime con quién andas...""",2023-11-02T19:58:00.000Z,@PabloEchenique,TRUE
Juan Carlos Pastrana,1720200017745457330,914,8,15,489,Israel,Petro rompe relaciones con Israel pero no con el ELN,2023-11-02T22:03:00.000Z,@jcpastrana,FALSE
Randall🇺🇲🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴‍☠️,1720318601125597391,1,0,0,0,Israel,I bet you support Israel,2023-11-03T05:54:00.000Z,@rgmunn1776,FALSE
derecka,1720139498804162863,5932,8,8,1375,Israel,what's important about having people like Michelle Alexander & Ta-nehisi Coates publicly support the just liberation of Palestinians is that it is a counter to the gaslighting that everybody is lying about Israel being an apartheid state & those who call it that are antisemitic,2023-11-02T18:03:00.000Z,@dereckapurnell,FALSE
Awan Wafdan,1719989365554942191,5018,369,76,11580,Israel,"Saya tahu, ramai yang mula burn-out tengok berita kekejaman Israel terhadap Palestin. Tapi saya nak semua orang tonton video ini. Sebarkan! 
.
Orang Palestin yang ditangkap dijadikan bahan tawa, malah digelakkan oleh penyampai berita nasional mereka.",2023-11-02T08:06:00.000Z,@seketulawan,TRUE
Anice Lajnef,1720189168712626644,1569,7,124,457,Israel,"Je ne peux plus me les voir tous ces monstres médiatiques qui minimisent, justifient, voire même se réjouissent du massacre par #Israël des milliers de civils Palestiniens, dont la majorité sont des femmes et des enfants.

La vie humaine n'a aucune valeur pour eux, sauf la leur.",2023-11-02T21:20:00.000Z,@AniceLajnef,TRUE
Israel War Room,1720210097626816612,4379,88,181,968,Gaza,"#BREAKING Gaza City defense lines collapsing, IDF may be able to reach the city center within hours as they move closer to leadership hideouts; Haniyeh to urgently fled to Iran (✍️Ron ben-Yishai, Ynet)",2023-11-02T22:43:00.000Z,@IsraelWarRoom,TRUE
KABIR,1720318555638698045,0,0,0,0,Gaza,,2023-11-03T05:54:00.000Z,@Humane4gaza,FALSE
NEWS-B,1720202226398888069,111,2,15,85,Gaza,Pas un mot sur @BFMTV ni @Cnews ni aucun autre media français sur le demi million de manifestants en ce moment dans les rues de Tel Aviv pour demander l'arret de la guerre et la demission de Netanyahu..#gaza #france,2023-11-02T22:12:00.000Z,@fantomas_33130,TRUE
Sarah Wilkinson,1720153013812154748,1572,22,88,831,Gaza,Protestors have occupied Birmingham New Street station to demand a ceasefire & an end to the israeli genocide of Gaza | via @socialistworker,2023-11-02T18:56:00.000Z,@swilkinsonbc,TRUE
fadette,1720318554682065091,0,0,0,0,Gaza,"On voit des images insupportables a gaza, il faut absolument rendre les otages afin d espérer que tout cela cesse le plus rapidement possible.",2023-11-03T05:54:00.000Z,@larygafon,FALSE
Murat Doğan #Düşenler Koşanlardır...,1720316988990394736,4,0,0,1,Palestine,"Allah sizi, işbirlikçilerinizi kahretsin. Gücü yetip de susan herkesin bin belasını versin. Bu acıları hangi yürek kaldırır ki, hangi kalem yazar, hangi tarih tarif edecek. Allah'ım biz kulların aciz, duyarsız ve güçsüzüz sen ordularını gönder.
#TerorristIsrael
#Palestine",2023-11-03T05:48:00.000Z,@muratdogan7735,TRUE
Sprinter,1720202878705340655,1029,7,31,310,Palestine,Pro-Palestine protesters staged a rally in Berlin to show their solidarity with Palestine.,2023-11-02T22:15:00.000Z,@Sprinter99800,TRUE
Pril 🌸,1720253004027445279,536,8,202,908,Palestine,"DON'T STOP TALKING ABOUT PALESTINE AND LET'S PRAY FOR PALESTINE 🙏🏻 

STOP THE GENOCIDE
FREE PALESTINE 🇵🇸
ITS A HUMANITARIAN DUTY 
#StopGenocideInGaza 
#CeaseFireInGaza 
#CeasefireNOW 
#FreePalestine",2023-11-03T01:34:00.000Z,@laviedenoona,TRUE
Ash 🦊 ˙𐃷˙ || #️⃣1️⃣🥚🎩,1720288688079294504,214,0,4,30,Palestine,"I just realized... Isn't Bagi the first Islander to witness Bad singing You Are My Sunshine? 

Not even Foolish has seen it. 

And it made Bagi cry.",2023-11-03T03:55:00.000Z,@FoxBoyHalo,FALSE
/DF - Base Discountfess,1718990378798587949,2518,12,105,1265,Palestine,"It's not about color, race or religion IT'S ABOUT HUMANITARIAN DUTY
FREE PALESTINE 🇵🇸

#StopGenocideInGaza 
#CeaseFireInGaza 
#CeaseFireNOW
#FreePalestine 🇵🇸",2023-10-30T13:56:00.000Z,@discountfess,TRUE
ENHYPEN INDONESIA,1720281438317314409,110,1,0,108,Palestine,"Hello engene! 

We still open Engene Connect to Palestine yah! Buat kamu yg ingin berdonasi ke Palestina bisa klik tautan dibawah ini 

Donate here:
solusipeduli.org/campaign-fu…

#FreePalestine",2023-11-03T03:27:00.000Z,@ENHYPEN_INA,FALSE
Sakir Khader,1720193549298172178,1598,11,8,1313,Israel,"Israel is silently increasing its bombing campaign in the West Bank. Nearly 20 of the 140 Palestinians killed in the past 25 days were killed by missiles from drones or jets. The Israelis attack a city, stay on the outskirts of certain places, lure the people, and then bomb them.",2023-11-02T21:37:00.000Z,@sakirkhader,FALSE
Malcolm iXa 🔻,1720128194462781639,100,1,3,54,Israel,"🇨🇺 Beste behin Nazio Batuen Batzar Nagusiak Kubaren blokeoaren aurkako ebazpena onartu du ia aho batez:

✅ ALDE: 187 herrialde

❌ KONTRA: AEB eta Israel

⬜ ABSTENTZIOA: Ukraina

Argi dago nortzuk diren gaur egungo benetazko gaizkiaren ardatza: 🇺🇸 🇮🇱 🇺🇦 

#UnblockCuba",2023-11-02T17:18:00.000Z,@ideiazabaldub,FALSE
Benjamin Rubinstein,1720162284364767425,8722,205,446,2135,Israel,I need everyone to understand Israel cannot beat this,2023-11-02T19:33:00.000Z,@BenFRubinstein,TRUE
Jackson Hinkle 🇺🇸,1719436383591297461,63806,773,2529,36900,Israel,"🇮🇱 Israel bombed REFUGEE CAMPS.
🇮🇱 Israel bombed JOURNALISTS.
🇮🇱 Israel bombed UN WORKERS.
🇮🇱 Israel bombed CHURCHES.
🇮🇱 Israel bombed HOSPITALS.
🇮🇱 Israel bombed EVACUEES.
🇮🇱 Israel bombed SCHOOLS.

🇮🇱 But they want you to believe Israel is “GOOD” and Palestinians are “EVIL.”",2023-10-31T19:29:00.000Z,@jacksonhinklle,TRUE
Remi Kanazi,1720266045993189593,686,0,10,341,Israel,"Who were killed? Palestinians 

Who killed them? Israel 

Israel massacred 20 Palestinians sheltering for their lives at a U.N. school in a refugee camp and were bombed to death anyway by the Israeli state",2023-11-03T02:26:00.000Z,@Remroum,TRUE
go figure,1720318599074566161,0,0,0,0,Israel,Israel had to be created so usa can always look like the good guy trump was created so biden could look like the lesser of 2 evils when they are the same... 2 capitalists... sometimes i wonder when exactly are these plans made... whats planned and whats not... etc etc,2023-11-03T05:54:00.000Z,@hvymtlnrflctv,FALSE
Ricardo De Spirito Balbuena.,1719849351659286780,539,9,58,206,Gaza,"Fallo en la Matrix.
Angelina Jolie en Instagram: 
“Este es el bombardeo deliberado de una población atrapada que no tiene adónde huir. Gaza ha sido una prisión al aire libre durante casi dos décadas y rápidamente se está convirtiendo en una fosa común. 
El 40% de los asesinados son niños inocentes. Familias enteras están siendo asesinadas. Mientras el mundo observa y con el apoyo activo de muchos gobiernos, millones de civiles palestinos (niños, mujeres, familias) están siendo castigados y deshumanizados colectivamente, mientras se les priva de alimentos, medicinas y ayuda humanitaria en contravención del derecho internacional. 
Al negarse a exigir un alto el fuego humanitario e impedir que el Consejo de Seguridad de la ONU lo imponga a ambas partes, los líderes mundiales son cómplices de estos crímenes”",2023-11-01T22:50:00.000Z,@elzorrotacneno,TRUE
Gunther Eagleman™,1720038445005889859,8353,275,386,4352,Hamas,Still support Hamas after you know the truth…?,2023-11-02T11:21:00.000Z,@GuntherEagleman,TRUE
ilGiornale,1720085994358337717,50,5,63,30,Hamas,"Yunis #Al-Astal, un predicatore e deputato di #Hamas, ha fatto minacce riguardo alla conquista di #Roma, paragonandola alla caduta di Costantinopoli e affermando che Roma diventerà un avamposto delle conquiste islamiche in #Europa.

➡️ cstu.io/f54eb4",2023-11-02T14:30:00.000Z,@ilgiornale,FALSE
Israel War Room,1720214763907719239,1076,8,49,298,Hamas,"Check out the community note exposing Hamas’s news network for lying.

Why do Palestinian outlets always have to lie to make their point?",2023-11-02T23:02:00.000Z,@IsraelWarRoom,TRUE
Israel Defense Forces,1719941102113837429,10155,151,1600,2545,Hamas,"DECLASSIFIED: this recorded conversation exposes Hamas’ exploitation of humanitarian resources. 

They steal the fuel and choose to keep it all to themselves.",2023-11-02T04:54:00.000Z,@IDF,TRUE
DW Türkçe,1720309831226053045,12,0,12,4,Hamas,"""Erdoğan'ın İsrail'e yönelik nefret söylemleri ve terör örgütü Hamas ile dayanışması tahammül edilir gibi değil""

Cumhurbaşkanı Erdoğan'ın Kasım ayı ortasında Almanya'ya gerçekleştirmesi beklenen ziyareti tartışmalara neden oldu

dwturkce.com/tr/almanyada-er…",2023-11-03T05:20:00.000Z,@dw_turkce,TRUE
January Julep,1720318388340240412,0,0,0,0,Hamas,"The Irish government and opposition has repeatedly condemned Hamas, both in statements and on the radio. Would you like them to reaffirm that every day? They're not condoning carpet bombing civilians, unlike old Rishi",2023-11-03T05:54:00.000Z,@aishling_delay,FALSE
Flamingo from Hell 🦩🕊,1720198993790091504,143,4,24,74,Hamas,"Bundesländer nicht informiert: Faesers Hamas-Verbot folgenlos bild.de/politik/inland/polit…

Man kann dieser Ministerin getrost dilettantisches Vorgehen vorwerfen 
Oder passiert sowas absichtlich?",2023-11-02T21:59:00.000Z,@PinkTink1913,FALSE
Greta,1720318385727140297,0,0,0,0,Hamas,"What word to use for an organisation that kills 4000 children deliberately?!

Same org that bombs its own people and acts like an angry victim.
(And uses the shelled houses to say Hamas did this)
While torturing a population of 7mln palestinians!

That trash bin needs a shredder.",2023-11-03T05:53:00.000Z,@GretaMeh,FALSE
Tukang Sayur,1720218548306628844,138,7,5,72,Palestine,"Doa Abu Ubaidah for Palestine..

Masjidil Aqsha adalah barak kami.Kubah adalah penutup kepala kami.Menara adalah senjata  kami.dan Orang orang beriman adalah tentara kami..
Ya Robb,kuatkan negara Palestina.Muliakan jiwa kami.Jadikan kami para Syuhada.Aamiin.",2023-11-02T23:17:00.000Z,@AbanggSayur,FALSE
ràin || free palestine🇵🇸,1720318436654698887,0,0,0,0,Palestine,"pov: . . .

hehe",2023-11-03T05:54:00.000Z,@rainotning,TRUE
